,Country,Fulfill Via,Shipment Mode,Sub Classification,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
8319,"Congo, DRC",From RDC,Air,Adult,60,1000,5500.0,5.5,0.09,Yes,204.0,3298.78,5.65
8321,Mozambique,From RDC,Truck,Adult,60,74623,605192.53,8.11,0.14,Yes,10073.0,7048.57,622.14
8322,Rwanda,From RDC,Truck,Adult,30,53705,249191.2,4.64,0.15,Yes,5565.0,34837.8,308.25
8323,Côte d'Ivoire,From RDC,Truck,Pediatric,240,6738,14149.8,2.1,0.01,Yes,2720.0,32022.51,14.55
8324,Tanzania,From RDC,Truck,Adult,30,34733,199367.42,5.74,0.19,Yes,2746.0,5989.25,246.62
8325,Tanzania,From RDC,Truck,Adult,30,43479,516965.31,11.89,0.4,Yes,4874.0,12435.18,531.44
8328,Mozambique,From RDC,Truck,Adult,60,24768,61672.32,2.49,0.04,Yes,20019.0,11701.65,63.4
8330,Zambia,From RDC,Truck,Adult,30,17801,82418.63,4.63,0.15,Yes,1667.0,1966.09,84.73
8331,Côte d'Ivoire,From RDC,Truck,Pediatric,60,697,1387.03,1.99,0.03,Yes,47.0,270.74,1.43
8333,Nigeria,From RDC,Air Charter,Pediatric,60,27137,110990.33,4.09,0.07,Yes,1169.0,28812.58,137.3
8334,Côte d'Ivoire,From RDC,Truck,Adult,30,71,959.92,13.52,0.45,Yes,7.0,22.29,0.99
8335,Côte d'Ivoire,From RDC,Truck,Pediatric,60,7303,14532.97,1.99,0.03,Yes,277.0,2286.63,14.94
8336,Burundi,From RDC,Air,Adult,60,1056,8564.16,8.11,0.14,Yes,155.0,994.25,8.8
8337,Rwanda,From RDC,Truck,Pediatric,240,800,6800.0,8.5,0.04,Yes,297.0,2282.79,6.99
8339,Zambia,From RDC,Truck,Pediatric,60,18027,73730.43,4.09,0.07,Yes,1228.0,1765.18,75.79
8340,Zimbabwe,From RDC,Truck,Pediatric,60,23999,47758.01,1.99,0.03,Yes,1069.0,7500.0,49.1
8343,Uganda,From RDC,Truck,Adult,120,3426,69273.72,20.22,0.17,Yes,698.0,2676.0,71.21
8346,Zambia,From RDC,Truck,Adult,60,5432,61001.36,11.23,0.19,Yes,506.0,635.95,62.71
8347,Zambia,From RDC,Truck,Adult,30,14055,65074.65,4.63,0.15,Yes,1406.0,1335.02,66.9
8348,Nigeria,From RDC,Air Charter,Adult,60,6,48.66,8.11,0.14,Yes,6589.0,26731.0,0.05
8349,Nigeria,From RDC,Air Charter,Adult,60,105344,708965.12,6.73,0.11,Yes,10622.0,61850.0,728.82
8350,Zambia,From RDC,Truck,Adult,60,1240,6919.2,5.58,0.09,Yes,73.0,4937.65,7.11
8352,Rwanda,From RDC,Air,Pediatric,60,8953,45570.77,5.09,0.08,Yes,805.0,6220.48,46.85
8353,Zambia,From RDC,Truck,Adult,60,79914,527432.4,6.6,0.11,Yes,7194.0,9410.57,542.2
8356,Rwanda,From RDC,Truck,Adult,60,178258,402863.08,2.26,0.04,Yes,17140.0,23340.84,414.14
8358,Nigeria,From RDC,Air Charter,Adult,60,76832,500944.64,6.52,0.11,Yes,6780.0,14251.0,514.97
8359,Nigeria,From RDC,Air Charter,Adult,60,7526,41393.0,5.5,0.09,Yes,507.0,1263.0,42.55
8360,Burundi,From RDC,Air,Adult,30,3240,33210.0,10.25,0.34,Yes,614.0,4373.84,34.14
8361,Rwanda,From RDC,Truck,Pediatric,60,1766,3514.34,1.99,0.03,Yes,152.0,1330.99,3.61
8363,Uganda,From RDC,Truck,Adult,30,52500,168525.0,3.21,0.11,Yes,10119.0,6852.08,173.24
8367,Rwanda,From RDC,Air,Pediatric,240,10401,15705.51,1.51,0.01,Yes,3880.0,28001.97,16.15
8368,Rwanda,From RDC,Truck,Pediatric,60,2196,7905.6,3.6,0.06,Yes,192.0,2232.42,8.13
8369,Côte d'Ivoire,From RDC,Truck,Adult,30,32884,320947.84,9.76,0.33,Yes,4114.0,9264.13,329.93
8370,Haiti,From RDC,Air,Adult,120,2000,37800.0,18.9,0.16,Yes,457.0,5413.7,44.49
8372,Nigeria,From RDC,Air Charter,Adult,60,335999,2593912.28,7.72,0.13,Yes,47693.0,116593.0,2666.54
8374,Uganda,From RDC,Air,Adult,60,74896,163273.28,2.18,0.04,Yes,7183.0,41735.0,192.17
8375,Zambia,From RDC,Truck,Pediatric,60,4000,7960.0,1.99,0.03,Yes,312.0,274.51,8.18
8377,Zimbabwe,From RDC,Truck,Adult,30,400000,3904000.0,9.76,0.33,Yes,75284.0,77960.08,4013.31
8378,Zambia,From RDC,Truck,Adult,60,71377,465378.04,6.52,0.11,Yes,11342.0,15715.08,478.41
8379,Côte d'Ivoire,From RDC,Truck,Adult,60,5,32.6,6.52,0.11,Yes,1683.0,6443.5,0.03
8380,Rwanda,From RDC,Air,Pediatric,60,10000,36000.0,3.6,0.06,Yes,558.0,3989.81,42.37
8381,Zambia,From RDC,Truck,Adult,60,54000,352080.0,6.52,0.11,Yes,28276.0,46157.86,361.94
8384,Burundi,From RDC,Air,Adult,30,7380,73726.2,9.99,0.33,Yes,1115.0,7006.47,86.78
8385,Nigeria,From RDC,Air Charter,Adult,30,84991,815913.6,9.6,0.32,Yes,38799.0,65310.33,838.76
8387,Mozambique,From RDC,Truck,Adult,30,5000,67450.0,13.49,0.45,Yes,517.0,708.23,79.39
8389,Zambia,From RDC,Truck,Adult,30,43000,412800.0,9.6,0.32,Yes,68951.0,80039.1,424.36
8390,Nigeria,From RDC,Air Charter,Adult,30,290000,2784000.0,9.6,0.32,Yes,37449.0,69097.98,2861.95
8391,Mozambique,From RDC,Truck,Adult,30,5763,26625.06,4.62,0.15,Yes,599.0,3610.0,31.34
8392,Nigeria,From RDC,Air Charter,Adult,120,19100,360990.0,18.9,0.16,Yes,4710.0,8228.24,371.1
8393,Nigeria,From RDC,Air Charter,Pediatric,60,112000,403200.0,3.6,0.06,Yes,6295.0,16941.0,414.49
8395,Nigeria,From RDC,Air Charter,Adult,60,14000,108080.0,7.72,0.13,Yes,1983.0,4065.0,111.11
8407,Côte d'Ivoire,From RDC,Air,Adult,60,7400,21460.0,2.9,0.05,Yes,714.0,2336.26,42.06
8409,Guyana,From RDC,Air,Adult,30,4737,27379.86,5.78,0.19,Yes,427.0,6061.01,59.03
8411,Côte d'Ivoire,From RDC,Air,Adult,60,19937,139559.0,7.0,0.12,Yes,5340.0,5028.04,273.54
8413,Uganda,From RDC,Air,Adult,60,10453,30313.7,2.9,0.05,Yes,1001.0,3228.26,59.41
8415,Côte d'Ivoire,From RDC,Air,Adult,60,1833,4472.52,2.44,0.04,Yes,88.0,1211.48,8.77
8416,Côte d'Ivoire,From RDC,Air,Pediatric,100,284,1420.0,5.0,0.05,Yes,22.0,1211.49,2.78
8417,Uganda,From RDC,Air,Adult,60,1300,3770.0,2.9,0.05,Yes,125.0,2697.65,7.39
8418,Côte d'Ivoire,From RDC,Air,Adult,30,8660,50054.8,5.78,0.19,Yes,742.0,1211.49,98.11
8419,Zimbabwe,From RDC,Truck,Adult,60,76000,506160.0,6.66,0.11,Yes,8280.0,15328.58,992.07
8420,Nigeria,From RDC,Air Charter,Adult,60,11242,127596.7,11.35,0.19,Yes,1261.0,11637.64,250.09
8423,Nigeria,From RDC,Air Charter,Adult,30,63732,748851.0,11.75,0.39,Yes,5144.0,11637.64,1467.75
8424,Nigeria,From RDC,Air Charter,Adult,30,50040,500400.0,10.0,0.33,Yes,4161.0,11637.64,980.78
8425,Haiti,From RDC,Air,Adult,60,315,6747.3,21.42,0.36,Yes,1045.0,750.9,14.55
8426,Zambia,From RDC,Truck,Adult,60,36760,322017.6,8.76,0.15,Yes,3294.0,9942.26,631.15
8427,Zambia,From RDC,Truck,Adult,60,80000,232000.0,2.9,0.05,Yes,8756.0,13844.72,454.72
8429,Guyana,From RDC,Air,Adult,60,2475,6756.75,2.73,0.05,Yes,347.0,4293.82,14.57
8431,Uganda,From RDC,Truck,Adult,60,29,325.38,11.22,0.19,Yes,5134.0,9348.0,0.64
8432,Côte d'Ivoire,From RDC,Air,Adult,30,3120,81900.0,26.25,0.88,Yes,275.0,1949.42,176.58
8434,Haiti,From RDC,Air,Pediatric,240,1069,2052.48,1.92,0.01,Yes,396.0,6036.96,4.43
8441,Haiti,From RDC,Air,Pediatric,240,1628,3093.2,1.9,0.01,Yes,622.0,13122.39,6.67
8445,Nigeria,From RDC,Air Charter,Adult,60,20000,224400.0,11.22,0.19,Yes,2347.0,9736.1,483.81
8447,Uganda,From RDC,Truck,Adult,30,4200,21546.0,5.13,0.17,Yes,238.0,2021.53,46.45
8448,Uganda,From RDC,Truck,Adult,60,20000,224400.0,11.22,0.19,Yes,2356.0,16682.66,483.81
8449,Uganda,From RDC,Truck,Adult,30,4500,24075.0,5.35,0.18,Yes,350.0,1854.0,51.91
8450,Uganda,From RDC,Truck,Adult,60,3000,33660.0,11.22,0.19,Yes,359.0,3302.05,72.57
8454,Zambia,From RDC,Truck,Adult,60,2600,54574.0,20.99,0.35,Yes,8819.0,8022.59,106.97
8455,Nigeria,From RDC,Air Charter,Adult,90,309,8497.5,27.5,0.31,Yes,51.0,9736.1,18.32
8456,Nigeria,From RDC,Air Charter,Adult,30,7118,33810.5,4.75,0.16,Yes,628.0,9736.1,72.9
8457,Nigeria,From RDC,Air Charter,Adult,60,10076,75872.28,7.53,0.13,Yes,553.0,9736.1,163.58
8458,Nigeria,From RDC,Air Charter,Adult,60,40000,448800.0,11.22,0.19,Yes,4693.0,9736.1,967.61
8459,Uganda,From RDC,Air,Adult,60,200,1170.0,5.85,0.1,Yes,21.0,1000.05,2.52
8461,Nigeria,From RDC,Air Charter,Adult,60,15299,40695.34,2.66,0.04,Yes,1792.0,9736.1,87.74
8462,Nigeria,From RDC,Air Charter,Adult,60,488,4274.88,8.76,0.15,Yes,39.0,9736.1,9.22
8463,Uganda,From RDC,Air,Adult,60,3600,31536.0,8.76,0.15,Yes,238.0,3299.67,67.99
8464,Côte d'Ivoire,From RDC,Air,Adult,30,45108,214263.0,4.75,0.16,Yes,9863.0,19150.15,461.95
8468,Zimbabwe,From RDC,Air,Adult,60,47390,277231.5,5.85,0.1,Yes,7112.0,3833.17,543.37
8469,Haiti,From RDC,Air,Adult,30,34080,161880.0,4.75,0.16,Yes,3318.0,23890.83,349.01
8471,Uganda,From RDC,Air,Adult,60,20000,224400.0,11.22,0.19,Yes,2560.0,20654.81,483.81
8474,Uganda,From RDC,Air,Adult,30,17550,83362.5,4.75,0.16,Yes,1325.0,4600.45,179.73
8476,Côte d'Ivoire,From RDC,Air,Adult,60,10980,26791.2,2.44,0.04,Yes,698.0,5121.68,57.76
8483,Haiti,From RDC,Air,Adult,60,31836,278883.36,8.76,0.15,Yes,2565.0,25670.1,601.27
8486,Nigeria,From RDC,Air Charter,Adult,60,6000,67320.0,11.22,0.19,Yes,789.0,6147.18,145.14
8491,Uganda,From RDC,Air,Adult,30,71991,320359.95,4.45,0.15,Yes,7187.0,16285.97,690.7
8498,Tanzania,From RDC,Air,Pediatric,60,2864,22110.08,7.72,0.13,Yes,612.0,1979.75,47.67
8499,Côte d'Ivoire,From RDC,Air,Pediatric,90,1785,17974.95,10.07,0.11,Yes,168.0,7816.45,38.75
8502,Nigeria,From RDC,Air Charter,Adult,60,10000,25800.0,2.58,0.04,Yes,1130.0,20264.93,55.62
8506,Uganda,From RDC,Air,Adult,30,2661,53007.12,19.92,0.66,Yes,909.0,5166.39,114.28
8507,Uganda,From RDC,Truck,Adult,60,23787,63273.42,2.66,0.04,Yes,1378.0,2559.88,136.42
8513,Zambia,From RDC,Truck,Adult,60,12080,28146.4,2.33,0.04,Yes,503.0,2355.79,60.68
8516,Zambia,From RDC,Truck,Adult,60,22242,51823.86,2.33,0.04,Yes,1207.0,7487.51,111.73
8520,Zambia,From RDC,Truck,Adult,60,140000,351400.0,2.51,0.04,Yes,8783.0,8045.77,757.62
8522,Côte d'Ivoire,From RDC,Air,Adult,30,2240,14716.8,6.57,0.22,Yes,6542.0,18611.93,31.73
8524,Zimbabwe,From RDC,Truck,Adult,60,9073,22773.23,2.51,0.04,Yes,2102.0,7765.17,49.1
8526,Ethiopia,From RDC,Air,Adult,120,8000,289280.0,36.16,0.3,Yes,1647.0,3600.65,623.69
8527,Uganda,From RDC,Air,Adult,60,46113,332474.73,7.21,0.12,Yes,2534.0,16629.49,548.58
8528,Haiti,From RDC,Air,Adult,120,1320,47731.2,36.16,0.3,Yes,276.0,2080.2,102.91
8532,Zambia,From RDC,Truck,Adult,60,4875,77463.75,15.89,0.26,Yes,2556.0,4471.07,127.82
8535,Côte d'Ivoire,From RDC,Air,Pediatric,90,20,194.2,9.71,0.11,Yes,5.0,3380.36,0.42
8536,Côte d'Ivoire,From RDC,Air,Adult,60,2383,36936.5,15.5,0.26,Yes,882.0,4516.67,60.95
8537,Zimbabwe,From RDC,Truck,Adult,60,88719,493277.64,5.56,0.09,Yes,11668.0,15697.15,1063.51
8539,Côte d'Ivoire,From RDC,Air,Pediatric,90,20,194.2,9.71,0.11,Yes,3.0,1355.31,0.42
8540,Uganda,From RDC,Truck,Adult,30,6600,131472.0,19.92,0.66,Yes,720.0,4647.66,216.93
8541,Uganda,From RDC,Truck,Adult,30,2559,22570.38,8.82,0.29,Yes,338.0,3397.95,37.24
8543,Guyana,From RDC,Air,Pediatric,240,600,1170.0,1.95,0.01,Yes,239.0,3106.89,1.93
8546,Nigeria,From RDC,Air Charter,Adult,60,41142,103266.42,2.51,0.04,Yes,2822.0,12601.12,170.39
8547,Nigeria,From RDC,Air Charter,Adult,60,53109,595882.98,11.22,0.19,Yes,19464.0,13398.06,983.21
8551,Mozambique,From RDC,Truck,Pediatric,240,14000,27300.0,1.95,0.01,Yes,14413.0,5491.01,45.04
8552,Zambia,From RDC,Truck,Pediatric,240,20000,36000.0,1.8,0.01,Yes,7482.0,6801.72,59.4
8553,Uganda,From RDC,Truck,Adult,30,2011,13212.27,6.57,0.22,Yes,126.0,1661.0,21.8
8554,Tanzania,From RDC,Truck,Adult,30,54375,1083150.0,19.92,0.66,Yes,11129.0,13838.17,1787.2
8555,Ghana,From RDC,Air,Adult,30,1086,6972.12,6.42,0.21,Yes,90.0,226.25,11.5
8556,Zimbabwe,From RDC,Truck,Pediatric,240,1191,16197.6,13.6,0.06,Yes,445.0,2143.48,26.73
8557,Mozambique,From RDC,Truck,Adult,60,39636,338887.8,8.55,0.14,Yes,3666.0,3525.04,559.16
8558,Haiti,From RDC,Air,Pediatric,240,5110,9862.3,1.93,0.01,Yes,1840.0,14866.14,16.27
8559,Tanzania,From RDC,Truck,Adult,120,4389,148084.86,33.74,0.28,Yes,880.0,3175.7,244.34
8560,Mozambique,From RDC,Truck,Adult,60,1890,4876.2,2.58,0.04,Yes,183.0,112.87,8.05
8562,Côte d'Ivoire,From RDC,Air,Pediatric,240,576,7200.0,12.5,0.05,Yes,212.0,1771.26,11.88
8563,Zambia,From RDC,Truck,Adult,30,169985,1665853.0,9.8,0.33,Yes,18994.0,21077.51,2748.66
8564,Zambia,From RDC,Truck,Adult,60,176308,1456304.08,8.26,0.14,Yes,17967.0,21180.7,2402.9
8565,Nigeria,From RDC,Air Charter,Adult,60,164398,412638.98,2.51,0.04,Yes,9988.0,18495.9,680.85
8567,Guyana,From RDC,Air,Adult,60,21,27.72,1.32,0.02,Yes,294.0,4338.44,0.05
8568,Côte d'Ivoire,From RDC,Air,Adult,30,62231,262614.82,4.22,0.14,Yes,3789.0,13956.38,433.31
8569,Swaziland,From RDC,Air,Adult,60,19100,214302.0,11.22,0.19,Yes,2237.0,3148.12,353.6
8570,Tanzania,From RDC,Truck,Adult,30,68235,1359241.2,19.92,0.66,Yes,83.0,2094.34,2242.75
8571,Zambia,From RDC,Truck,Adult,30,72974,315247.68,4.32,0.14,Yes,4471.0,10370.59,520.16
8572,Zimbabwe,From RDC,Truck,Adult,60,76,224.2,2.95,0.05,Yes,248.0,481.71,0.37
8573,Nigeria,From RDC,Air Charter,Adult,30,18354,151053.42,8.23,0.27,Yes,1794.0,21326.7,249.24
8574,Zimbabwe,From RDC,Truck,Pediatric,60,30060,127755.0,4.25,0.07,Yes,1754.0,3537.26,275.44
8575,Côte d'Ivoire,From RDC,Air,Pediatric,60,5184,77760.0,15.0,0.25,Yes,1103.0,3296.34,128.3
8577,Swaziland,From RDC,Air,Adult,60,45113,506167.86,11.22,0.19,Yes,5856.0,22711.84,835.18
8578,Zambia,From RDC,Truck,Adult,60,6376,44759.52,7.02,0.12,Yes,639.0,889.94,73.85
8580,Nigeria,From RDC,Air Charter,Adult,30,15802,66684.44,4.22,0.14,Yes,1086.0,15322.73,110.03
8583,Zambia,From RDC,Truck,Adult,30,113925,1021907.25,8.97,0.3,Yes,9875.0,14325.71,1686.15
8584,Tanzania,From RDC,Truck,Adult,60,23940,350242.2,14.63,0.24,Yes,1500.0,1698.83,577.9
8597,Haiti,From RDC,Air,Adult,60,180,968.4,5.38,0.09,Yes,37.0,1221.01,1.36
8598,"Congo, DRC",From RDC,Air,Adult,60,43,100.19,2.33,0.04,Yes,2.0,91.42,0.14
8599,"Congo, DRC",From RDC,Air,Adult,60,23,53.59,2.33,0.04,Yes,1.0,522.42,0.08
8600,"Congo, DRC",From RDC,Air,Adult,60,24,55.92,2.33,0.04,Yes,2.0,522.42,0.08
8602,Uganda,From RDC,Truck,Adult,60,2596,6048.68,2.33,0.04,Yes,125.0,1831.41,9.98
8604,Tanzania,From RDC,Truck,Adult,30,137269,579275.18,4.22,0.14,Yes,8474.0,3279.25,955.8
8608,Uganda,From RDC,Truck,Adult,30,24657,101586.84,4.12,0.14,Yes,1511.0,7403.01,167.62
8609,Uganda,From RDC,Air,Adult,30,11852,198283.96,16.73,0.56,Yes,1342.0,6340.2,277.99
8612,Rwanda,From RDC,Air,Pediatric,90,487,4207.68,8.64,0.1,Yes,66.0,585.42,5.9
8615,Nigeria,From RDC,Air Charter,Adult,30,140273,777112.42,5.54,0.18,Yes,11734.0,27441.22,1089.51
8616,Rwanda,From RDC,Air,Adult,30,24126,94332.66,3.91,0.13,Yes,1444.0,15842.34,132.25
8617,Rwanda,From RDC,Air,Pediatric,240,1004,8534.0,8.5,0.04,Yes,1.0,3253.88,11.96
8619,Rwanda,From RDC,Air,Adult,60,30480,237134.4,7.78,0.13,Yes,698.0,26845.35,332.46
8622,Rwanda,From RDC,Air,Adult,60,12000,157800.0,13.15,0.22,Yes,1239.0,28202.0,221.24
8623,Guyana,From RDC,Air,Adult,60,852,5802.12,6.81,0.11,Yes,46.0,1255.62,8.13
8625,Nigeria,From RDC,Air Charter,Adult,30,53000,376830.0,7.11,0.24,Yes,5252.0,21347.13,528.32
8629,Zambia,From RDC,Truck,Adult,60,16947,41011.74,2.42,0.04,Yes,1956.0,8709.0,57.5
8630,Côte d'Ivoire,From RDC,Air,Adult,60,336,2614.08,7.78,0.13,Yes,27.0,1845.31,3.66
8632,Nigeria,From RDC,Air Charter,Adult,30,41665,296238.15,7.11,0.24,Yes,5110.0,18461.22,415.33
8633,Rwanda,From RDC,Air,Adult,60,6985,91852.75,13.15,0.22,Yes,718.0,12688.85,128.78
8635,Côte d'Ivoire,From RDC,Truck,Adult,60,2050,57400.0,28.0,0.47,Yes,312.0,2128.15,80.47
8638,Côte d'Ivoire,From RDC,Truck,Adult,30,40230,533852.1,13.27,0.44,Yes,4525.0,11874.85,748.46
8639,Uganda,From RDC,Truck,Adult,60,5154,39788.88,7.72,0.13,Yes,429.0,3293.34,55.78
8640,Côte d'Ivoire,From RDC,Truck,Adult,60,75000,735750.0,9.81,0.16,Yes,14413.0,11874.85,1031.52
8642,Tanzania,From RDC,Air,Adult,30,90000,342900.0,3.81,0.13,Yes,7867.0,21567.19,480.75
8643,Uganda,From RDC,Air,Adult,60,36000,87840.0,2.44,0.04,Yes,2026.0,10095.9,123.15
8644,Uganda,From RDC,Air,Adult,60,635,1549.4,2.44,0.04,Yes,1779.0,9325.16,2.17
8645,Zimbabwe,From RDC,Truck,Adult,60,60794,147121.48,2.42,0.04,Yes,6003.0,7423.38,206.26
8646,Côte d'Ivoire,From RDC,Truck,Adult,30,34760,132435.6,3.81,0.13,Yes,3367.0,12589.74,185.67
8649,Mozambique,From RDC,Truck,Adult,30,22122,84284.82,3.81,0.13,Yes,1409.0,3855.95,118.17
8654,Nigeria,From RDC,Air,Adult,30,120954,440272.56,3.64,0.12,Yes,11369.0,15459.09,617.26
8655,Nigeria,From RDC,Air,Pediatric,90,2548,21046.48,8.26,0.09,Yes,370.0,15459.09,29.51
8656,Nigeria,From RDC,Air,Adult,60,12847,27749.52,2.16,0.04,Yes,798.0,15459.09,38.9
8657,Zimbabwe,From RDC,Truck,Pediatric,60,53733,148303.08,2.76,0.05,Yes,2232.0,6933.76,207.92
8659,Uganda,From RDC,Air,Adult,60,2067,26788.32,12.96,0.22,Yes,220.0,1616.45,37.56
8660,Zimbabwe,From RDC,Truck,Adult,60,35061,237012.36,6.76,0.11,Yes,2247.0,8194.09,391.07
8663,Côte d'Ivoire,From RDC,Truck,Adult,60,36180,279309.6,7.72,0.13,Yes,2907.0,11320.56,391.59
8669,Tanzania,From RDC,Truck,Pediatric,60,10727,46126.1,4.3,0.07,Yes,945.0,7579.6,64.67
8670,Zambia,From RDC,Truck,Adult,60,70647,156836.34,2.22,0.04,Yes,4067.0,14050.13,219.88
8671,Côte d'Ivoire,From RDC,Truck,Pediatric,60,5701,23659.15,4.15,0.07,Yes,338.0,3487.55,33.17
8677,Nigeria,From RDC,Air Charter,Adult,60,49295,113871.45,2.31,0.04,Yes,12032.0,29780.5,159.65
8684,Uganda,From RDC,Air,Adult,60,25680,186693.6,7.27,0.12,Yes,3988.0,39037.7,230.94
8685,Haiti,From RDC,Air,Adult,60,216,285.12,1.32,0.02,Yes,165.0,3048.08,0.35
8689,Zimbabwe,From RDC,Truck,Adult,60,40869,92363.94,2.26,0.04,Yes,2520.0,15000.0,114.25
8690,Zambia,From RDC,Truck,Adult,60,40000,92400.0,2.31,0.04,Yes,2452.0,5520.86,114.3
8691,Zimbabwe,From RDC,Truck,Adult,30,20160,244137.6,12.11,0.4,Yes,2268.0,9405.8,302.0
8692,Mozambique,From RDC,Truck,Adult,30,97351,1178920.61,12.11,0.4,Yes,11667.0,4120.7,1652.85
8695,Zimbabwe,From RDC,Truck,Pediatric,240,442,5339.36,12.08,0.05,Yes,118.0,8600.0,6.6
8697,Dominican Republic,From RDC,Air,Pediatric,60,1152,4780.8,4.15,0.07,Yes,78.0,1342.44,5.91
8701,Mozambique,From RDC,Truck,Adult,60,100000,727000.0,7.27,0.12,Yes,36920.0,7852.98,899.3
8705,South Sudan,From RDC,Air,Adult,60,270,537.3,1.99,0.03,Yes,15.0,735.24,0.66
8706,Nigeria,From RDC,Air Charter,Adult,30,80000,266400.0,3.33,0.11,Yes,4847.0,14547.55,329.54
8709,Zambia,From RDC,Truck,Adult,30,249965,3239546.4,12.96,0.43,Yes,28182.0,17650.15,4541.84
8710,Nigeria,From RDC,Air Charter,Adult,30,100000,1052000.0,10.52,0.35,Yes,14783.0,14547.55,1301.32
8714,Côte d'Ivoire,From RDC,Truck,Adult,30,46600,490232.0,10.52,0.35,Yes,6107.0,23753.64,687.31
8715,Zambia,From RDC,Truck,Adult,60,120000,271200.0,2.26,0.04,Yes,11419.0,11941.65,335.47
8716,Nigeria,From RDC,Air Charter,Adult,120,3831,83439.18,21.78,0.18,Yes,1094.0,20761.0,103.21
8717,Uganda,From RDC,Air,Adult,30,10415,109565.8,10.52,0.35,Yes,1400.0,5718.69,135.53
8720,Zimbabwe,From RDC,Truck,Adult,60,23090,52183.4,2.26,0.04,Yes,394.0,11133.66,64.55
8721,Côte d'Ivoire,From RDC,Truck,Adult,30,3000,12120.0,4.04,0.13,Yes,188.0,1478.35,14.99
8722,Côte d'Ivoire,From RDC,Truck,Adult,30,1644,6641.76,4.04,0.13,Yes,97.0,1620.19,8.22
8726,South Sudan,From RDC,Truck,Adult,60,225,508.5,2.26,0.04,Yes,81.0,1641.0,0.63
8727,Burundi,From RDC,Air,Adult,60,960,7958.4,8.29,0.14,Yes,111.0,1047.34,9.84
8730,Côte d'Ivoire,From RDC,Truck,Adult,30,8000,37600.0,4.7,0.16,Yes,315.0,10807.98,52.72
8731,Mozambique,From RDC,Truck,Adult,60,43680,285667.2,6.54,0.11,Yes,6535.0,5950.16,353.37
8735,Zimbabwe,From RDC,Truck,Pediatric,240,435,5254.8,12.08,0.05,Yes,116.0,3100.0,6.5
8737,Zambia,From RDC,Truck,Adult,60,52483,118611.58,2.26,0.04,Yes,3832.0,4356.74,146.72
8741,Côte d'Ivoire,From RDC,Truck,Adult,60,60000,495600.0,8.26,0.14,Yes,8750.0,28864.27,613.06
8742,Guyana,From RDC,Air,Adult,60,140,278.6,1.99,0.03,Yes,9.0,1118.22,0.34
8745,Guyana,From RDC,Air,Adult,60,1300,8333.0,6.41,0.11,Yes,77.0,1149.07,10.31
8746,Tanzania,From RDC,Truck,Pediatric,90,5117,47588.1,9.3,0.1,Yes,333.0,1956.0,58.87
8748,Zambia,From RDC,Truck,Adult,30,100619,1237613.7,12.3,0.41,Yes,47387.0,30981.39,1530.93
8751,Nigeria,From RDC,Air Charter,Adult,60,4068,25425.0,6.25,0.1,Yes,268.0,20225.07,26.14
8755,Rwanda,From RDC,Truck,Adult,30,64500,719175.0,11.15,0.37,Yes,7248.0,11571.94,889.62
8758,Côte d'Ivoire,From RDC,Air,Pediatric,60,2200,8250.0,3.75,0.06,Yes,192.0,3649.76,10.21
8760,Mozambique,From RDC,Truck,Adult,30,70000,780500.0,11.15,0.37,Yes,18957.0,16813.62,965.48
8761,Zimbabwe,From RDC,Truck,Pediatric,60,841,3153.75,3.75,0.06,Yes,73.0,1500.0,3.9
8762,Nigeria,From RDC,Air Charter,Adult,30,14,156.1,11.15,0.37,Yes,38142.0,49199.75,0.19
8763,Côte d'Ivoire,From RDC,Air,Pediatric,240,4000,7440.0,1.86,0.01,Yes,1928.0,8050.55,9.2
8764,"Congo, DRC",From RDC,Air,Adult,120,2300,47104.0,20.48,0.17,Yes,613.0,4676.4,58.27
8765,Tanzania,From RDC,Truck,Pediatric,60,25000,157500.0,6.3,0.1,Yes,2266.0,2352.52,194.83
8766,Tanzania,From RDC,Truck,Adult,60,16357,185815.52,11.36,0.19,Yes,1635.0,6007.2,229.85
8767,Uganda,From RDC,Truck,Adult,30,52800,248160.0,4.7,0.16,Yes,5412.0,6951.84,306.97
8770,Nigeria,From RDC,Air Charter,Adult,60,255001,2106308.26,8.26,0.14,Yes,60779.0,30936.1,2605.5
8771,Zimbabwe,From RDC,Truck,Pediatric,90,5923,55083.9,9.3,0.1,Yes,365.0,3481.29,56.63
8776,Zambia,From RDC,Truck,Adult,60,1209,2696.07,2.23,0.04,Yes,609.0,3526.69,3.34
8783,Tanzania,From RDC,Truck,Adult,120,33086,664036.02,20.07,0.17,Yes,5065.0,2352.52,821.41
8785,Nigeria,From RDC,Air Charter,Adult,120,15826,299111.4,18.9,0.16,Yes,3814.0,29674.92,370.0
8788,Côte d'Ivoire,From RDC,Air,Adult,30,3300,12474.0,3.78,0.13,Yes,259.0,1008.9,15.43
8790,Guyana,From RDC,Air,Pediatric,240,30,251.4,8.38,0.03,Yes,11.0,871.8,0.26
8794,Côte d'Ivoire,From RDC,Truck,Adult,60,75235,610155.85,8.11,0.14,Yes,9080.0,34551.83,627.24
8795,Haiti,From RDC,Air,Pediatric,60,2581,9678.75,3.75,0.06,Yes,110.0,1955.22,9.95
